-51129.7306990131	219647.590005176
48999.6125008781	218148.449916616
-163126.409211808	155289.602203420
-88173.4709969144	153838.412754350
87185.8235272957	151632.395136564
163225.460575958	150869.137534303
-26061.9405173829	131086.003014032
24156.9111389416	129832.258482972
-100432.697657818	88217.3485092869
99457.4742347886	85241.9189453582
-211322.173182465	69023.4931452760
-38006.1852392202	65372.1360928622
36922.1018470769	64309.4822635365
214030.660116708	62227.4575544981
-124917.704020430	45977.0254602008
125296.723205624	40996.8742563078
-173754.148775698	3003.87135523266
-74736.1640264418	922.867055948169
74825.3032537791	-1421.78521944519
176279.242046277	-2909.14185505343
-123644.591010037	-40892.6768219385
125447.470217628	-46091.5075516593
-209392.026314607	-60594.2664132743
-37543.1155306816	-64693.5476476501
37435.6312521090	-66046.0025418151
214774.960527105	-69592.2261973251
-99090.6193677923	-84731.6842812752
100909.046862958	-88611.8753976810
-24044.7084306903	-129489.433833226
26121.9942077124	-130914.640891045
-159277.113130065	-147578.755565276
-85202.8517684253	-149249.792800533
88481.4562610398	-153809.075436289
164739.020625433	-155812.228691241
-47635.7409006529	-214556.750466436
51809.8290575563	-217499.494912923
