 -51200.000000	  221702.502400
  51200.000000	  221702.502400
-166400.000000	  155191.751680
 -89600.000000	  155191.751680
  89600.000000	  155191.751680
 165208.450474	  157554.439971
 -25600.000000	  133021.501440
  25600.000000	  133021.501440
-102400.000000	   88681.000960
 102400.000000	   88681.000960
-217600.000000	   66510.750720
 -38400.000000	   66510.750720
  38400.000000	   66510.750720
 217600.000000	   66510.750720
-128000.000000	   44340.500480
 128000.000000	   44340.500480
-179200.000000	       0.000000
 -76800.000000	       0.000000
  76800.000000	       0.000000
 179200.000000	       0.000000
-128000.000000	  -44340.500480
 128000.000000	  -44340.500480
-217600.000000	  -66510.750720
 -38400.000000	  -66510.750720
  38400.000000	  -66510.750720
 217600.000000	  -66510.750720
-102400.000000	  -88681.000960
 102400.000000	  -88681.000960
 -25600.000000	 -133021.501440
  25600.000000	 -133021.501440
-166400.000000	 -155191.751680
 -89600.000000	 -155191.751680
  89600.000000	 -155191.751680
 166400.000000	 -155191.751680
 -51200.000000	 -221702.502400
  51200.000000	 -221702.502400
