    P1009 	  563.576693	206295.596099	  -44.583287	 1964.851782
    P1018 	-12397.156802	184118.391435	 -177.167209	 1743.966236
    P1019 	13431.134402	184227.602865	   82.596732	 1742.044356
    P1020 	38693.272808	184467.538169	  336.698459	 1741.247317
    P1021 	63995.693032	185074.924706	  591.329731	 1743.844098
    P1041 	-114553.325486	139642.231667	-1207.906419	 1305.480828
    P1051 	140835.247039	139869.784961	 1359.529595	 1281.659462
    P1054 	-178764.948251	116966.663440	-1856.441457	 1080.399155
    P1055 	-153846.584427	119041.632767	-1604.807286	 1100.097957
    P1056 	-127164.079820	116901.654686	-1335.950817	 1077.132020
    P1059 	-50840.140742	118063.786111	 -568.373153	 1084.127067
    P1064 	77297.646133	117803.674656	  718.097916	 1069.968272
    P1067 	153927.434910	118624.150082	 1489.056998	 1068.102531
    P1068 	177129.932153	120385.657976	 1723.230243	 1081.996823
    P1071 	-166554.729494	97500.832797	-1733.837806	  883.560715
    P1072 	-140520.368608	96505.748710	-1471.367342	  872.362176
    P1078 	12929.757990	95438.455090	   70.219218	  852.275152
    P1084 	165370.268148	97688.645102	 1602.210786	  857.882401
    P1085 	192525.995785	96245.301009	 1875.994956	  839.355832
    P1102 	179914.674018	73526.886936	 1746.569550	  615.016682
    P1106 	-165724.118319	50664.352446	-1727.419812	  411.851136
    P1110 	-65213.019348	52177.052679	 -716.363050	  422.964271
    P1113 	90395.979288	50202.821564	  844.351000	  392.517732
    P1117 	191826.230313	51569.012485	 1864.864960	  394.390606
    P1119 	-204152.291230	29325.433732	-2116.563867	  198.427701
    P1132 	230823.590905	29209.469154	 2257.119241	  165.625696
    P1136 	-115108.127379	 6701.964475	-1220.104315	  -31.985281
    P1141 	140554.035093	 7657.435009	 1345.507855	  -38.246778
    P1158 	230528.292034	-14884.418285	 2251.407695	 -274.763762
    P1160 	-165777.682151	-36667.198399	-1733.343415	 -465.990987
    P1161 	-140411.756637	-37266.655139	-1477.705284	 -472.861070
    P1167 	90199.969212	-38158.687375	  837.125335	 -493.161373
    P1171 	192146.944435	-37862.061293	 1862.613307	 -499.933594
